Place Name,Safety Rating (5.0),Lighting,Lighting Score,Police Presence,Emergency Services (m),Crime Beat ID,Crowd Density,Overall Status
T Nagar Zone-38,2.8,Poor,87%,Yes,1683m,CHN1224,Medium,Unsafe
Chromepet Zone-8,3.2,Poor,98%,No,501m,CHN1225,Low,Moderate
Porur Zone-26,3.2,Poor,81%,Yes,297m,CHN1226,Low,Moderate
Velachery West Zone-70,3.6,Poor,77%,Yes,1186m,CHN1227,Low,Moderate
Tambaram Zone-56,3.4,Poor,84%,Yes,871m,CHN1228,High,Moderate
Egmore Zone-54,4.0,Poor,81%,No,1700m,CHN1229,Low,Moderate
Vandalur Zone-2,3.7,Poor,78%,Yes,1684m,CHN1230,High,Moderate
Velachery East Zone-11,4.2,Moderate,92%,Yes,1578m,CHN1231,Low,Safe
Sholinganallur Zone-53,3.1,Moderate,93%,No,1951m,CHN1232,High,Unsafe
Medavakkam Zone-34,4.7,Moderate,77%,Yes,1991m,CHN1233,High,Safe
Sholinganallur Zone-23,4.3,Moderate,86%,No,827m,CHN1234,Low,Safe
Thiruvanmiyur Zone-4,4.0,Good,74%,No,711m,CHN1235,High,Moderate
Thiruvanmiyur Zone-84,3.0,Moderate,81%,No,1238m,CHN1236,High,Unsafe
Manapakkam Zone-4,2.6,Poor,93%,No,1512m,CHN1237,Low,Unsafe
Ayanavaram Zone-25,3.1,Moderate,77%,Yes,923m,CHN1238,Medium,Unsafe
Ashok Nagar Zone-38,4.8,Moderate,77%,Yes,1324m,CHN1239,Low,Safe
Velachery West Zone-99,3.1,Moderate,75%,Yes,775m,CHN1240,High,Unsafe
Royapuram Zone-69,2.6,Poor,92%,No,1338m,CHN1241,High,Unsafe
Teynampet Zone-92,4.6,Poor,73%,No,1486m,CHN1242,Medium,Safe
Teynampet Zone-75,2.9,Good,92%,No,366m,CHN1243,High,Unsafe
Kottivakkam Zone-9,4.2,Good,90%,Yes,1945m,CHN1244,Low,Safe
Vadapalani Zone-1,3.0,Good,76%,Yes,1143m,CHN1245,High,Unsafe
Pallavaram Zone-60,4.8,Poor,98%,Yes,1043m,CHN1246,Medium,Safe
Perambur Zone-60,2.8,Poor,83%,No,787m,CHN1247,Medium,Unsafe
Thirumullaivoyal Zone-98,3.5,Good,94%,Yes,554m,CHN1248,High,Moderate
Saidapet Zone-22,3.3,Poor,96%,No,1295m,CHN1249,High,Moderate
Thirumullaivoyal Zone-69,3.0,Poor,68%,Yes,884m,CHN1250,High,Unsafe
Poonamallee Zone-75,4.3,Poor,70%,Yes,666m,CHN1251,High,Safe
Pallavaram Zone-72,2.5,Poor,87%,Yes,616m,CHN1252,High,Unsafe
Ashok Nagar Zone-99,3.0,Good,84%,No,1470m,CHN1253,Medium,Unsafe
Kodambakkam Zone-83,4.3,Moderate,100%,No,1117m,CHN1254,Low,Safe
Royapettah Zone-8,4.5,Good,87%,Yes,938m,CHN1255,High,Safe
Royapettah Zone-58,4.8,Moderate,78%,Yes,954m,CHN1256,High,Safe
Porur Zone-26,4.7,Poor,60%,Yes,638m,CHN1257,Medium,Safe
Manapakkam Zone-4,3.8,Moderate,69%,Yes,475m,CHN1258,Medium,Moderate
Thirumullaivoyal Zone-97,2.8,Good,62%,No,326m,CHN1259,Medium,Unsafe
T Nagar Zone-13,2.9,Poor,74%,No,653m,CHN1260,High,Unsafe
Kilpauk Zone-79,3.8,Moderate,65%,No,383m,CHN1261,Low,Moderate
Kotturpuram Zone-69,4.7,Good,77%,No,1340m,CHN1262,Medium,Safe
Thousand Lights Zone-2,2.8,Poor,76%,Yes,1868m,CHN1263,Medium,Unsafe
Royapuram Zone-27,4.0,Good,61%,No,1855m,CHN1264,Low,Moderate
Pallavaram Zone-27,3.0,Good,77%,Yes,409m,CHN1265,High,Unsafe
George Town Zone-60,4.9,Moderate,80%,Yes,381m,CHN1266,Low,Safe
Perungudi Zone-70,4.2,Poor,97%,Yes,1868m,CHN1267,Medium,Safe
Tambaram Zone-78,4.7,Good,89%,Yes,854m,CHN1268,Medium,Safe
Maduravoyal Zone-11,3.6,Poor,61%,No,675m,CHN1269,High,Moderate
Kilpauk Zone-82,4.6,Moderate,80%,No,1761m,CHN1270,Medium,Safe
Kotturpuram Zone-19,4.0,Good,61%,No,1123m,CHN1271,Low,Moderate
Maduravoyal Zone-91,3.8,Good,87%,Yes,1773m,CHN1272,High,Moderate
Vandalur Zone-84,3.6,Moderate,64%,No,735m,CHN1273,High,Moderate
Ayanavaram Zone-83,3.4,Poor,64%,No,470m,CHN1274,Medium,Moderate
Thousand Lights Zone-20,4.3,Poor,87%,Yes,1911m,CHN1275,Medium,Safe
Velachery Zone-34,2.6,Moderate,76%,Yes,1986m,CHN1276,Medium,Unsafe
Mylapore Zone-69,3.9,Poor,66%,Yes,1698m,CHN1277,Low,Moderate
Thiruvottriyur Zone-87,2.8,Poor,78%,No,1921m,CHN1278,High,Unsafe
Thirumullaivoyal Zone-57,2.8,Poor,69%,No,1337m,CHN1279,Medium,Unsafe
Kodambakkam Zone-100,3.8,Poor,76%,No,1100m,CHN1280,Low,Moderate
Royapuram Zone-6,3.8,Good,61%,No,393m,CHN1281,Medium,Moderate
Velachery Zone-49,2.8,Poor,92%,Yes,455m,CHN1282,Low,Unsafe
Alwarpet Zone-15,4.5,Poor,69%,Yes,1379m,CHN1283,Low,Safe
Aminjikarai Zone-19,5.0,Poor,94%,Yes,824m,CHN1284,High,Safe
Poonamallee Zone-59,4.4,Poor,85%,Yes,699m,CHN1285,Medium,Safe
Tambaram Zone-54,3.2,Moderate,66%,No,377m,CHN1286,High,Moderate
Mylapore Zone-4,3.3,Moderate,76%,No,457m,CHN1287,Medium,Moderate
Sholinganallur Zone-23,3.7,Poor,100%,No,1675m,CHN1288,Medium,Moderate
Mogappair Zone-28,3.5,Good,99%,No,1529m,CHN1289,High,Moderate
Parrys Zone-75,3.9,Poor,75%,No,1580m,CHN1290,Low,Moderate
T Nagar Zone-1,3.5,Moderate,62%,No,252m,CHN1291,Medium,Moderate
Anna Nagar Zone-31,2.7,Good,67%,Yes,915m,CHN1292,Low,Unsafe
T Nagar Zone-99,4.1,Poor,97%,Yes,1125m,CHN1293,Low,Moderate
Poonamallee Zone-14,2.8,Poor,66%,No,602m,CHN1294,Low,Unsafe
Poonamallee Zone-64,4.6,Good,68%,No,609m,CHN1295,Low,Safe
Guindy Zone-58,2.5,Moderate,67%,Yes,556m,CHN1296,Low,Unsafe
Kilpauk Zone-75,4.9,Good,68%,Yes,759m,CHN1297,High,Safe
Anna Nagar Zone-75,2.7,Good,84%,No,878m,CHN1298,Medium,Unsafe
Tambaram Zone-98,3.0,Moderate,91%,Yes,1190m,CHN1299,High,Unsafe
Velachery West Zone-19,3.1,Good,73%,Yes,494m,CHN1300,High,Unsafe
Poonamallee Zone-46,3.7,Poor,98%,Yes,1178m,CHN1301,Medium,Moderate
Vadapalani Zone-26,3.8,Moderate,91%,Yes,343m,CHN1302,Medium,Moderate
Kotturpuram Zone-51,3.0,Good,64%,Yes,1409m,CHN1303,Medium,Unsafe
Ashok Nagar Zone-31,2.6,Poor,64%,No,1999m,CHN1304,Low,Unsafe
Vepery Zone-31,3.4,Moderate,70%,No,1840m,CHN1305,High,Moderate
Chromepet Zone-74,3.1,Poor,98%,Yes,576m,CHN1306,Medium,Unsafe
Mylapore Zone-8,4.2,Poor,62%,Yes,1797m,CHN1307,High,Safe
Alwarpet Zone-82,3.8,Good,88%,No,791m,CHN1308,Medium,Moderate
Maduravoyal Zone-80,4.0,Moderate,90%,Yes,1051m,CHN1309,High,Moderate
Royapuram Zone-86,3.6,Moderate,97%,Yes,272m,CHN1310,High,Moderate
Thiruvanmiyur Zone-52,3.6,Good,82%,No,1733m,CHN1311,High,Moderate
Mogappair Zone-36,4.0,Moderate,67%,Yes,1013m,CHN1312,Low,Moderate
Ayanavaram Zone-55,3.6,Poor,77%,No,393m,CHN1313,High,Moderate
Medavakkam Zone-22,3.7,Poor,81%,Yes,578m,CHN1314,Medium,Moderate
Tambaram Zone-27,2.8,Poor,75%,Yes,205m,CHN1315,Medium,Unsafe
Perungudi Zone-70,4.5,Good,70%,Yes,1145m,CHN1316,High,Safe
Velachery Zone-57,4.1,Moderate,98%,No,985m,CHN1317,High,Moderate
Kodambakkam Zone-93,4.1,Poor,65%,Yes,1851m,CHN1318,High,Moderate
Washermanpet Zone-21,3.4,Good,74%,No,988m,CHN1319,Medium,Moderate
Kilpauk Zone-3,4.4,Good,79%,No,1008m,CHN1320,Low,Safe
Parrys Zone-61,3.6,Poor,76%,Yes,803m,CHN1321,Low,Moderate
T Nagar Zone-18,4.2,Good,85%,Yes,1479m,CHN1322,Medium,Safe
Ambattur Zone-54,2.8,Poor,69%,Yes,459m,CHN1323,Medium,Unsafe
Perambur Zone-84,3.3,Good,98%,Yes,705m,CHN1324,Medium,Moderate
Vepery Zone-9,3.1,Good,80%,Yes,542m,CHN1325,Low,Unsafe
Guindy Zone-57,2.7,Good,83%,Yes,1046m,CHN1326,Low,Unsafe
Anna Nagar Zone-40,3.4,Good,85%,Yes,1299m,CHN1327,Medium,Moderate
Poonamallee Zone-97,4.0,Good,66%,Yes,280m,CHN1328,Medium,Moderate
Adyar Zone-10,4.4,Moderate,67%,No,1097m,CHN1329,Low,Safe
Pallikaranai Zone-25,4.6,Poor,99%,No,1653m,CHN1330,Low,Safe
Tambaram Zone-64,4.6,Poor,100%,Yes,436m,CHN1331,Low,Safe
Royapuram Zone-32,4.7,Good,67%,Yes,319m,CHN1332,High,Safe
Pallikaranai Zone-58,4.7,Poor,82%,Yes,1325m,CHN1333,Low,Safe
Mylapore Zone-85,4.8,Moderate,93%,Yes,1114m,CHN1334,Medium,Safe
Poonamallee Zone-55,4.7,Poor,90%,No,252m,CHN1335,Low,Safe
Mylapore Zone-80,2.7,Good,81%,Yes,1065m,CHN1336,High,Unsafe
Adyar Zone-80,4.8,Moderate,76%,No,1986m,CHN1337,High,Safe
Velachery East Zone-77,3.7,Moderate,60%,Yes,939m,CHN1338,Medium,Moderate
Ambattur Zone-95,4.4,Good,80%,No,1265m,CHN1339,High,Safe
Nungambakkam Zone-24,4.3,Poor,77%,No,974m,CHN1340,Medium,Safe
Villivakkam Zone-11,3.3,Moderate,66%,No,211m,CHN1341,Medium,Moderate
Ashok Nagar Zone-46,4.6,Good,95%,Yes,1177m,CHN1342,Medium,Safe
Kodambakkam Zone-8,3.8,Good,69%,Yes,783m,CHN1343,High,Moderate
Porur Zone-92,2.8,Good,90%,Yes,1479m,CHN1344,High,Unsafe
Chromepet Zone-52,3.1,Good,97%,Yes,906m,CHN1345,High,Unsafe
Adyar Zone-42,4.2,Good,84%,No,1802m,CHN1346,High,Safe
Saidapet Zone-6,4.9,Poor,61%,No,511m,CHN1347,High,Safe
Thiruvanmiyur Zone-76,5.0,Moderate,81%,No,909m,CHN1348,High,Safe
Kotturpuram Zone-80,4.1,Moderate,94%,No,1932m,CHN1349,High,Moderate
Porur Zone-74,4.5,Moderate,66%,No,995m,CHN1350,High,Safe
Perambur Zone-64,2.7,Moderate,90%,Yes,834m,CHN1351,Low,Unsafe
Thirumullaivoyal Zone-12,2.8,Poor,98%,No,1700m,CHN1352,High,Unsafe
Kottivakkam Zone-19,3.0,Good,94%,No,1329m,CHN1353,Medium,Unsafe
Velachery East Zone-65,2.7,Good,75%,No,1701m,CHN1354,Low,Unsafe
Ambattur Zone-70,2.6,Good,84%,Yes,652m,CHN1355,Low,Unsafe
Chromepet Zone-68,4.1,Good,68%,Yes,417m,CHN1356,Medium,Moderate
Royapettah Zone-75,4.1,Moderate,67%,Yes,583m,CHN1357,High,Moderate
Thoraipakkam Zone-85,2.9,Poor,97%,No,1352m,CHN1358,Medium,Unsafe
Teynampet Zone-15,3.6,Good,62%,Yes,737m,CHN1359,Medium,Moderate
Perambur Zone-84,3.8,Poor,99%,Yes,1010m,CHN1360,Medium,Moderate
Mylapore Zone-76,3.6,Poor,69%,No,1542m,CHN1361,Low,Moderate
Ashok Nagar Zone-91,4.2,Poor,89%,No,240m,CHN1362,Low,Safe
Velachery East Zone-21,4.3,Good,94%,Yes,1896m,CHN1363,High,Safe
Teynampet Zone-55,2.6,Good,66%,No,1019m,CHN1364,High,Unsafe
Anna Nagar Zone-6,4.8,Poor,93%,No,366m,CHN1365,Low,Safe
Aminjikarai Zone-92,3.2,Poor,78%,Yes,417m,CHN1366,Medium,Moderate
Vepery Zone-3,5.0,Good,69%,Yes,1604m,CHN1367,Low,Safe
Avadi Zone-16,3.4,Poor,83%,No,1340m,CHN1368,Medium,Moderate
Nungambakkam Zone-6,4.7,Poor,94%,No,1277m,CHN1369,Low,Safe
Thousand Lights Zone-77,4.9,Good,68%,No,1673m,CHN1370,High,Safe
Nungambakkam Zone-93,2.8,Good,89%,Yes,1441m,CHN1371,Low,Unsafe
Poonamallee Zone-61,3.7,Moderate,74%,Yes,1928m,CHN1372,Medium,Moderate
Kotturpuram Zone-58,4.7,Good,76%,No,283m,CHN1373,Low,Safe
Perambur Zone-5,4.9,Good,74%,Yes,823m,CHN1374,Low,Safe
Medavakkam Zone-36,2.6,Poor,87%,No,1766m,CHN1375,Low,Unsafe
Avadi Zone-85,4.9,Poor,62%,Yes,376m,CHN1376,Medium,Safe
Maduravoyal Zone-69,2.6,Moderate,85%,Yes,1367m,CHN1377,Low,Unsafe
Alwarpet Zone-94,2.7,Poor,78%,Yes,1813m,CHN1378,Medium,Unsafe
Anna Nagar Zone-6,3.6,Moderate,76%,No,1434m,CHN1379,Medium,Moderate
Saidapet Zone-71,4.8,Good,89%,No,517m,CHN1380,Low,Safe
Mogappair Zone-81,3.1,Moderate,100%,Yes,1740m,CHN1381,High,Unsafe
Ashok Nagar Zone-64,4.5,Moderate,71%,Yes,618m,CHN1382,Medium,Safe
Kottivakkam Zone-73,3.0,Good,88%,No,453m,CHN1383,Low,Unsafe
Chromepet Zone-88,4.3,Poor,73%,Yes,1263m,CHN1384,Low,Safe
Avadi Zone-89,5.0,Moderate,73%,No,997m,CHN1385,High,Safe
Villivakkam Zone-74,3.8,Good,73%,Yes,1889m,CHN1386,Medium,Moderate
Velachery East Zone-40,4.7,Moderate,89%,Yes,1391m,CHN1387,Low,Safe
Egmore Zone-43,4.9,Moderate,68%,Yes,410m,CHN1388,Low,Safe
Anna Nagar Zone-60,4.4,Good,91%,No,1354m,CHN1389,Medium,Safe
Chromepet Zone-83,2.8,Poor,60%,No,1418m,CHN1390,Low,Unsafe
Vadapalani Zone-51,2.7,Good,90%,Yes,1500m,CHN1391,Medium,Unsafe
Pallavaram Zone-53,3.1,Poor,66%,No,1979m,CHN1392,High,Unsafe
Porur Zone-67,4.8,Moderate,88%,No,654m,CHN1393,Medium,Safe
Avadi Zone-100,2.5,Good,96%,Yes,1638m,CHN1394,Medium,Unsafe
Velachery Zone-2,5.0,Good,74%,No,1547m,CHN1395,High,Safe
Medavakkam Zone-31,4.9,Good,74%,No,1259m,CHN1396,Medium,Safe
Perambur Zone-58,4.8,Moderate,81%,Yes,458m,CHN1397,Low,Safe
Alwarpet Zone-25,2.8,Poor,68%,Yes,1626m,CHN1398,Low,Unsafe
Vadapalani Zone-29,2.7,Good,82%,No,756m,CHN1399,Low,Unsafe
Maduravoyal Zone-97,2.7,Good,99%,Yes,1777m,CHN1400,High,Unsafe
Parrys Zone-11,2.6,Good,63%,Yes,1582m,CHN1401,Low,Unsafe
Velachery East Zone-41,3.9,Moderate,64%,No,1086m,CHN1402,High,Moderate
Kilpauk Zone-40,3.4,Good,64%,No,639m,CHN1403,Medium,Moderate
Royapettah Zone-82,4.5,Moderate,92%,No,1675m,CHN1404,High,Safe
Thiruvottriyur Zone-30,3.7,Poor,67%,No,1110m,CHN1405,High,Moderate
Nungambakkam Zone-44,4.2,Poor,75%,Yes,858m,CHN1406,Medium,Safe
Velachery Zone-90,2.5,Poor,71%,Yes,524m,CHN1407,Low,Unsafe
Royapuram Zone-42,4.0,Moderate,81%,No,545m,CHN1408,Low,Moderate
Medavakkam Zone-13,3.3,Good,87%,No,1721m,CHN1409,High,Moderate
Royapuram Zone-52,2.9,Moderate,63%,No,1471m,CHN1410,High,Unsafe
Vadapalani Zone-60,3.9,Poor,73%,Yes,1863m,CHN1411,High,Moderate
Teynampet Zone-100,3.2,Moderate,89%,Yes,482m,CHN1412,High,Moderate
Velachery East Zone-68,2.9,Poor,67%,Yes,1136m,CHN1413,High,Unsafe
Porur Zone-49,3.9,Good,95%,No,1268m,CHN1414,Low,Moderate
Thirumullaivoyal Zone-57,3.2,Good,69%,No,1455m,CHN1415,Low,Moderate
Villivakkam Zone-7,4.1,Moderate,67%,No,649m,CHN1416,Medium,Moderate
Kodambakkam Zone-42,4.8,Good,91%,Yes,1505m,CHN1417,Medium,Safe
Thiruvanmiyur Zone-42,2.9,Good,78%,Yes,335m,CHN1418,Low,Unsafe
Pallikaranai Zone-45,2.8,Good,94%,No,721m,CHN1419,High,Unsafe
Velachery East Zone-84,4.0,Moderate,99%,Yes,1710m,CHN1420,Low,Moderate
Kottivakkam Zone-56,4.3,Good,89%,Yes,1562m,CHN1421,High,Safe
Aminjikarai Zone-75,4.7,Moderate,65%,No,1384m,CHN1422,Low,Safe
Maduravoyal Zone-81,4.8,Moderate,73%,Yes,287m,CHN1423,Medium,Safe
Velachery Zone-10,3.8,Poor,88%,Yes,527m,CHN1424,Medium,Moderate
Ambattur Zone-88,3.4,Poor,69%,Yes,1696m,CHN1425,Medium,Moderate
Vandalur Zone-96,2.8,Moderate,63%,No,1408m,CHN1426,Medium,Unsafe
Velachery Zone-94,3.8,Poor,77%,Yes,304m,CHN1427,Low,Moderate
Thirumullaivoyal Zone-16,4.0,Moderate,75%,No,1225m,CHN1428,Low,Moderate
Villivakkam Zone-6,4.9,Good,81%,No,320m,CHN1429,Low,Safe
Velachery West Zone-45,4.7,Moderate,91%,Yes,1685m,CHN1430,Medium,Safe
Velachery East Zone-6,4.7,Moderate,78%,No,1787m,CHN1431,High,Safe
Ashok Nagar Zone-71,3.9,Good,89%,Yes,1789m,CHN1432,Low,Moderate
Kotturpuram Zone-53,3.2,Poor,73%,No,700m,CHN1433,Low,Moderate
Sholinganallur Zone-44,4.9,Moderate,69%,No,686m,CHN1434,High,Safe
Vadapalani Zone-83,4.9,Good,85%,Yes,1407m,CHN1435,Medium,Safe
Velachery East Zone-58,4.8,Moderate,94%,No,632m,CHN1436,Low,Safe
T Nagar Zone-76,4.7,Moderate,98%,No,1952m,CHN1437,Low,Safe
George Town Zone-24,4.5,Poor,80%,No,466m,CHN1438,High,Safe
Nungambakkam Zone-92,3.6,Poor,78%,No,1855m,CHN1439,High,Moderate
Vepery Zone-15,3.4,Poor,84%,Yes,624m,CHN1440,Medium,Moderate
Perungudi Zone-40,4.9,Moderate,87%,Yes,609m,CHN1441,Medium,Safe
Kotturpuram Zone-16,4.7,Good,80%,Yes,826m,CHN1442,Low,Safe
Velachery West Zone-6,2.6,Good,82%,No,653m,CHN1443,Medium,Unsafe
Ayanavaram Zone-52,3.3,Moderate,88%,Yes,567m,CHN1444,Low,Moderate
Perungudi Zone-92,2.7,Moderate,99%,No,1818m,CHN1445,Low,Unsafe
Perungudi Zone-68,4.4,Moderate,99%,Yes,1522m,CHN1446,Low,Safe
Tambaram Zone-9,4.8,Good,73%,Yes,1723m,CHN1447,Low,Safe
Royapettah Zone-85,4.3,Poor,65%,No,1328m,CHN1448,High,Safe
Villivakkam Zone-61,4.7,Moderate,99%,No,1952m,CHN1449,Low,Safe
Guindy Zone-28,3.9,Good,90%,Yes,1367m,CHN1450,Low,Moderate
Aminjikarai Zone-78,4.0,Moderate,67%,Yes,1982m,CHN1451,Medium,Moderate
Medavakkam Zone-52,2.8,Moderate,61%,Yes,848m,CHN1452,Medium,Unsafe
Ashok Nagar Zone-76,4.3,Moderate,80%,Yes,739m,CHN1453,Medium,Safe
Ayanavaram Zone-52,3.9,Good,63%,No,582m,CHN1454,Medium,Moderate
Velachery Zone-64,3.0,Moderate,76%,No,752m,CHN1455,Medium,Unsafe
Nungambakkam Zone-47,3.9,Poor,100%,No,494m,CHN1456,Low,Moderate
Alwarpet Zone-42,3.1,Moderate,93%,No,716m,CHN1457,Medium,Unsafe
Vepery Zone-35,4.4,Good,73%,No,1335m,CHN1458,High,Safe
T Nagar Zone-28,3.5,Poor,65%,No,1083m,CHN1459,Low,Moderate
Vandalur Zone-99,4.4,Moderate,88%,Yes,373m,CHN1460,Low,Safe
Parrys Zone-9,2.8,Poor,89%,No,884m,CHN1461,Low,Unsafe
Villivakkam Zone-53,4.3,Poor,90%,No,1630m,CHN1462,High,Safe
Thousand Lights Zone-38,4.6,Moderate,86%,Yes,1870m,CHN1463,High,Safe
Porur Zone-83,2.7,Poor,82%,Yes,215m,CHN1464,Low,Unsafe
Mylapore Zone-82,3.5,Good,83%,No,1778m,CHN1465,High,Moderate
Ayanavaram Zone-93,4.0,Good,99%,Yes,1403m,CHN1466,Medium,Moderate
Alwarpet Zone-90,4.6,Good,67%,No,262m,CHN1467,Medium,Safe
Velachery East Zone-36,3.3,Moderate,100%,Yes,1691m,CHN1468,Medium,Moderate
Mylapore Zone-97,3.9,Good,64%,Yes,1141m,CHN1469,Medium,Moderate
Perungudi Zone-57,2.9,Moderate,61%,Yes,532m,CHN1470,Low,Unsafe
Saidapet Zone-29,4.9,Moderate,89%,No,614m,CHN1471,Low,Safe
Thirumullaivoyal Zone-3,3.5,Moderate,70%,No,1893m,CHN1472,Medium,Moderate
Kodambakkam Zone-79,2.9,Good,100%,Yes,1399m,CHN1473,Medium,Unsafe
Mogappair Zone-38,3.8,Poor,88%,Yes,1256m,CHN1474,Medium,Moderate
Mylapore Zone-46,2.6,Good,96%,Yes,498m,CHN1475,Low,Unsafe
Alwarpet Zone-12,4.4,Good,94%,No,553m,CHN1476,High,Safe
Velachery Zone-78,2.5,Poor,94%,Yes,1683m,CHN1477,Medium,Unsafe
Pallavaram Zone-67,3.3,Good,63%,Yes,1858m,CHN1478,Medium,Moderate
Pallavaram Zone-12,3.3,Good,83%,No,554m,CHN1479,Low,Moderate
Perambur Zone-23,2.7,Poor,83%,Yes,667m,CHN1480,Medium,Unsafe
Thiruvanmiyur Zone-99,3.2,Moderate,98%,Yes,1218m,CHN1481,Low,Moderate
Nungambakkam Zone-4,4.7,Moderate,80%,No,491m,CHN1482,High,Safe
Ayanavaram Zone-1,3.9,Good,75%,Yes,332m,CHN1483,Low,Moderate
Adyar Zone-93,4.5,Moderate,88%,Yes,1546m,CHN1484,Medium,Safe
Teynampet Zone-50,4.2,Good,73%,Yes,1715m,CHN1485,High,Safe
Aminjikarai Zone-53,3.9,Poor,63%,No,1992m,CHN1486,Medium,Moderate
Perungudi Zone-79,2.6,Good,95%,No,1521m,CHN1487,High,Unsafe
Mogappair Zone-43,3.4,Moderate,92%,No,640m,CHN1488,High,Moderate
Chromepet Zone-61,4.6,Moderate,88%,No,1306m,CHN1489,Medium,Safe
Parrys Zone-42,2.8,Good,82%,No,1086m,CHN1490,Medium,Unsafe
Perambur Zone-3,4.2,Poor,73%,No,1476m,CHN1491,Medium,Safe
Royapettah Zone-66,4.1,Good,96%,Yes,1673m,CHN1492,High,Moderate
Manapakkam Zone-59,4.4,Good,95%,Yes,827m,CHN1493,Medium,Safe
Tambaram Zone-44,4.6,Poor,62%,Yes,1994m,CHN1494,Low,Safe
Perambur Zone-85,3.9,Poor,71%,No,751m,CHN1495,High,Moderate
Teynampet Zone-84,4.3,Poor,71%,Yes,616m,CHN1496,Low,Safe
Kotturpuram Zone-3,3.2,Moderate,66%,Yes,1789m,CHN1497,High,Moderate
Thousand Lights Zone-7,3.2,Poor,70%,No,603m,CHN1498,Low,Moderate
Nungambakkam Zone-48,4.8,Moderate,99%,No,1037m,CHN1499,Medium,Safe
Manapakkam Zone-51,4.8,Moderate,90%,Yes,1161m,CHN1500,Low,Safe
Adyar Zone-8,4.8,Good,83%,No,676m,CHN1501,High,Safe
Vepery Zone-41,4.9,Poor,94%,Yes,562m,CHN1502,Low,Safe
Villivakkam Zone-85,3.8,Poor,100%,No,1663m,CHN1503,High,Moderate
Thousand Lights Zone-45,4.6,Good,68%,Yes,1974m,CHN1504,Low,Safe
Thousand Lights Zone-68,4.2,Good,81%,Yes,1563m,CHN1505,High,Safe
Nungambakkam Zone-3,4.0,Good,71%,No,511m,CHN1506,Low,Moderate
T Nagar Zone-11,4.8,Poor,65%,No,1869m,CHN1507,Medium,Safe
Kodambakkam Zone-67,3.9,Moderate,74%,Yes,206m,CHN1508,Low,Moderate
Thiruvottriyur Zone-8,4.3,Moderate,72%,Yes,522m,CHN1509,High,Safe
Medavakkam Zone-86,4.4,Moderate,88%,No,1907m,CHN1510,High,Safe
Medavakkam Zone-24,2.9,Good,72%,Yes,1642m,CHN1511,Medium,Unsafe
Perungudi Zone-33,4.0,Good,62%,Yes,1645m,CHN1512,Medium,Moderate
Mogappair Zone-89,4.6,Moderate,91%,No,1627m,CHN1513,Medium,Safe
Manapakkam Zone-88,2.8,Moderate,71%,Yes,1845m,CHN1514,High,Unsafe
Manapakkam Zone-61,3.7,Poor,96%,Yes,1448m,CHN1515,Medium,Moderate
Kotturpuram Zone-69,4.2,Moderate,84%,No,1160m,CHN1516,Medium,Safe
Vandalur Zone-25,3.7,Poor,81%,Yes,534m,CHN1517,High,Moderate
Teynampet Zone-3,4.3,Moderate,62%,No,410m,CHN1518,High,Safe
Ayanavaram Zone-100,3.3,Good,60%,Yes,822m,CHN1519,Medium,Moderate
Ashok Nagar Zone-62,4.7,Poor,91%,No,1249m,CHN1520,Low,Safe
Aminjikarai Zone-4,4.1,Poor,73%,No,415m,CHN1521,High,Moderate
Teynampet Zone-13,4.5,Poor,67%,No,1622m,CHN1522,High,Safe
Velachery Zone-40,3.0,Good,73%,Yes,221m,CHN1523,High,Unsafe
Porur Zone-57,3.3,Poor,87%,No,526m,CHN1524,High,Moderate
Thousand Lights Zone-45,4.3,Poor,62%,No,1095m,CHN1525,Medium,Safe
Velachery Zone-5,3.7,Poor,68%,Yes,1659m,CHN1526,High,Moderate
Sholinganallur Zone-46,3.9,Poor,95%,Yes,1297m,CHN1527,Medium,Moderate
Tambaram Zone-23,3.2,Good,65%,No,788m,CHN1528,High,Moderate
Alwarpet Zone-7,4.0,Moderate,63%,No,689m,CHN1529,High,Moderate
Sholinganallur Zone-35,4.9,Good,93%,No,1656m,CHN1530,High,Safe
Royapuram Zone-95,4.0,Moderate,79%,No,1175m,CHN1531,Medium,Moderate
T Nagar Zone-30,2.8,Moderate,87%,No,1077m,CHN1532,Low,Unsafe
Kottivakkam Zone-73,2.8,Good,83%,Yes,1887m,CHN1533,Low,Unsafe
Kodambakkam Zone-95,4.7,Good,93%,Yes,1309m,CHN1534,Medium,Safe
Vandalur Zone-65,2.9,Moderate,69%,Yes,228m,CHN1535,High,Unsafe
Tambaram Zone-57,3.4,Poor,89%,Yes,776m,CHN1536,High,Moderate
Avadi Zone-46,4.2,Poor,85%,No,1439m,CHN1537,Low,Safe
Vandalur Zone-88,4.7,Good,93%,No,410m,CHN1538,High,Safe
Washermanpet Zone-8,3.8,Good,98%,No,1137m,CHN1539,High,Moderate
Tambaram Zone-50,3.5,Moderate,88%,No,1991m,CHN1540,Low,Moderate
Ayanavaram Zone-52,3.9,Good,72%,Yes,433m,CHN1541,Medium,Moderate
Alwarpet Zone-87,4.6,Poor,97%,No,275m,CHN1542,Low,Safe
Saidapet Zone-99,4.8,Moderate,62%,No,407m,CHN1543,Medium,Safe
Villivakkam Zone-2,4.2,Good,62%,Yes,1823m,CHN1544,Low,Safe
Alwarpet Zone-68,5.0,Good,68%,No,264m,CHN1545,High,Safe
